District,Season,Rice Category,Rice Area,Rice Production,Rice Yield,Area Unit,Production Unit,Yield Unit,Source Document,Source URL,Page Number,Table Number,Verification Status,Directly Reported or Calculated,Verification Notes
Sahiwal,2020-21,Total Rice,43300,95200,2199,hectares,tonnes,kg/hectare,"Punjab Agriculture Department, Crop Reporting Service (CRS) - Kharif Crops Estimates 2021-22",http://www.amis.pk/Agristatistics/DistrictWise/District%20Wise%20Crop%20data%202021-22%20(1).pdf,6-10,Rice Crop (Final Estimate),Verified,Calculated,"Total = Basmati + Non-Basmati as printed for this district-season; yield = production*1000/area (kg/ha), calculated here rather than copying the book's own printed TOTAL yield line, so the arithmetic is independently checkable."
Sahiwal,2021-22,Basmati,42900,101450,2365,hectares,tonnes,kg/hectare,"Punjab Agriculture Department, Crop Reporting Service (CRS) - Kharif Crops Estimates 2021-22",http://www.amis.pk/Agristatistics/DistrictWise/District%20Wise%20Crop%20data%202021-22%20(1).pdf,6-10,Rice Crop (Final Estimate),Verified,Directly Reported,District-wise Basmati rice area/production/yield as printed in the CRS Kharif Estimates 2021-22 data book (rice section).
Sahiwal,2021-22,Non-Basmati,1620,5590,3454,hectares,tonnes,kg/hectare,"Punjab Agriculture Department, Crop Reporting Service (CRS) - Kharif Crops Estimates 2021-22",http://www.amis.pk/Agristatistics/DistrictWise/District%20Wise%20Crop%20data%202021-22%20(1).pdf,6-10,Rice Crop (Final Estimate),Verified,Directly Reported,District-wise Non-Basmati rice area/production/yield as printed in the CRS Kharif Estimates 2021-22 data book (rice section).
Sahiwal,2021-22,Total Rice,44520,107040,2404,hectares,tonnes,kg/hectare,"Punjab Agriculture Department, Crop Reporting Service (CRS) - Kharif Crops Estimates 2021-22",http://www.amis.pk/Agristatistics/DistrictWise/District%20Wise%20Crop%20data%202021-22%20(1).pdf,6-10,Rice Crop (Final Estimate),Verified,Calculated,"Total = Basmati + Non-Basmati as printed for this district-season; yield = production*1000/area (kg/ha), calculated here rather than copying the book's own printed TOTAL yield line, so the arithmetic is independently checkable."
Sahiwal,2022-23,Total Rice,34800,95270,2738,hectares,tonnes,kg/hectare,"Govt. of Pakistan, Ministry of National Food Security & Research (Economic Wing) - Crops Area & Production (District Wise) 2022-23",https://mnfsr.gov.pk/SiteImage/Downloads/Crops%20Area%20AND%20Production%20by%202022-23.pdf,4-6,Table No. 2 - Rice,Verified,Calculated,District-wise Total Rice area & production as printed in the federal MNFSR District-Wise publication (source line in that document: data supplied by the provincial Crop Reporting Services). Yield calculated as production*1000/area (kg/ha); not printed in this source.
Sargodha,2020-21,Basmati,42490,74500,1753,hectares,tonnes,kg/hectare,"Punjab Agriculture Department, Crop Reporting Service (CRS) - Kharif Crops Estimates 2021-22",http://www.amis.pk/Agristatistics/DistrictWise/District%20Wise%20Crop%20data%202021-22%20(1).pdf,6-10,Rice Crop (Final Estimate),Verified,Directly Reported,District-wise Basmati rice area/production/yield as printed in the CRS Kharif Estimates 2021-22 data book (rice section).
Sargodha,2020-21,Non-Basmati,8090,16800,2076,hectares,tonnes,kg/hectare,"Punjab Agriculture Department, Crop Reporting Service (CRS) - Kharif Crops Estimates 2021-22",http://www.amis.pk/Agristatistics/DistrictWise/District%20Wise%20Crop%20data%202021-22%20(1).pdf,6-10,Rice Crop (Final Estimate),Verified,Directly Reported,District-wise Non-Basmati rice area/production/yield as printed in the CRS Kharif Estimates 2021-22 data book (rice section).
Sargodha,2020-21,Total Rice,50580,91300,1805,hectares,tonnes,kg/hectare,"Punjab Agriculture Department, Crop Reporting Service (CRS) - Kharif Crops Estimates 2021-22",http://www.amis.pk/Agristatistics/DistrictWise/District%20Wise%20Crop%20data%202021-22%20(1).pdf,6-10,Rice Crop (Final Estimate),Verified,Calculated,"Total = Basmati + Non-Basmati as printed for this district-season; yield = production*1000/area (kg/ha), calculated here rather than copying the book's own printed TOTAL yield line, so the arithmetic is independently checkable."
Sargodha,2021-22,Basmati,42490,79780,1878,hectares,tonnes,kg/hectare,"Punjab Agriculture Department, Crop Reporting Service (CRS) - Kharif Crops Estimates 2021-22",http://www.amis.pk/Agristatistics/DistrictWise/District%20Wise%20Crop%20data%202021-22%20(1).pdf,6-10,Rice Crop (Final Estimate),Verified,Directly Reported,District-wise Basmati rice area/production/yield as printed in the CRS Kharif Estimates 2021-22 data book (rice section).
Sargodha,2021-22,Non-Basmati,13360,33700,2523,hectares,tonnes,kg/hectare,"Punjab Agriculture Department, Crop Reporting Service (CRS) - Kharif Crops Estimates 2021-22",http://www.amis.pk/Agristatistics/DistrictWise/District%20Wise%20Crop%20data%202021-22%20(1).pdf,6-10,Rice Crop (Final Estimate),Verified,Directly Reported,District-wise Non-Basmati rice area/production/yield as printed in the CRS Kharif Estimates 2021-22 data book (rice section).
Sargodha,2021-22,Total Rice,55850,113480,2032,hectares,tonnes,kg/hectare,"Punjab Agriculture Department, Crop Reporting Service (CRS) - Kharif Crops Estimates 2021-22",http://www.amis.pk/Agristatistics/DistrictWise/District%20Wise%20Crop%20data%202021-22%20(1).pdf,6-10,Rice Crop (Final Estimate),Verified,Calculated,"Total = Basmati + Non-Basmati as printed for this district-season; yield = production*1000/area (kg/ha), calculated here rather than copying the book's own printed TOTAL yield line, so the arithmetic is independently checkable."
Sargodha,2022-23,Total Rice,43710,83250,1905,hectares,tonnes,kg/hectare,"Govt. of Pakistan, Ministry of National Food Security & Research (Economic Wing) - Crops Area & Production (District Wise) 2022-23",https://mnfsr.gov.pk/SiteImage/Downloads/Crops%20Area%20AND%20Production%20by%202022-23.pdf,4-6,Table No. 2 - Rice,Verified,Calculated,District-wise Total Rice area & production as printed in the federal MNFSR District-Wise publication (source line in that document: data supplied by the provincial Crop Reporting Services). Yield calculated as production*1000/area (kg/ha); not printed in this source.
Sheikhupura,2020-21,Basmati,207190,435800,2103,hectares,tonnes,kg/hectare,"Punjab Agriculture Department, Crop Reporting Service (CRS) - Kharif Crops Estimates 2021-22",http://www.amis.pk/Agristatistics/DistrictWise/District%20Wise%20Crop%20data%202021-22%20(1).pdf,6-10,Rice Crop (Final Estimate),Verified,Directly Reported,District-wise Basmati rice area/production/yield as printed in the CRS Kharif Estimates 2021-22 data book (rice section).
Sheikhupura,2020-21,Non-Basmati,32370,71600,2212,hectares,tonnes,kg/hectare,"Punjab Agriculture Department, Crop Reporting Service (CRS) - Kharif Crops Estimates 2021-22",http://www.amis.pk/Agristatistics/DistrictWise/District%20Wise%20Crop%20data%202021-22%20(1).pdf,6-10,Rice Crop (Final Estimate),Verified,Directly Reported,District-wise Non-Basmati rice area/production/yield as printed in the CRS Kharif Estimates 2021-22 data book (rice section).
Sheikhupura,2020-21,Total Rice,239560,507400,2118,hectares,tonnes,kg/hectare,"Punjab Agriculture Department, Crop Reporting Service (CRS) - Kharif Crops Estimates 2021-22",http://www.amis.pk/Agristatistics/DistrictWise/District%20Wise%20Crop%20data%202021-22%20(1).pdf,6-10,Rice Crop (Final Estimate),Verified,Calculated,"Total = Basmati + Non-Basmati as printed for this district-season; yield = production*1000/area (kg/ha), calculated here rather than copying the book's own printed TOTAL yield line, so the arithmetic is independently checkable."
Sheikhupura,2021-22,Basmati,195460,376720,1927,hectares,tonnes,kg/hectare,"Punjab Agriculture Department, Crop Reporting Service (CRS) - Kharif Crops Estimates 2021-22",http://www.amis.pk/Agristatistics/DistrictWise/District%20Wise%20Crop%20data%202021-22%20(1).pdf,6-10,Rice Crop (Final Estimate),Verified,Directly Reported,District-wise Basmati rice area/production/yield as printed in the CRS Kharif Estimates 2021-22 data book (rice section).
Sheikhupura,2021-22,Non-Basmati,47750,106320,2227,hectares,tonnes,kg/hectare,"Punjab Agriculture Department, Crop Reporting Service (CRS) - Kharif Crops Estimates 2021-22",http://www.amis.pk/Agristatistics/DistrictWise/District%20Wise%20Crop%20data%202021-22%20(1).pdf,6-10,Rice Crop (Final Estimate),Verified,Directly Reported,District-wise Non-Basmati rice area/production/yield as printed in the CRS Kharif Estimates 2021-22 data book (rice section).
Sheikhupura,2021-22,Total Rice,243210,483040,1986,hectares,tonnes,kg/hectare,"Punjab Agriculture Department, Crop Reporting Service (CRS) - Kharif Crops Estimates 2021-22",http://www.amis.pk/Agristatistics/DistrictWise/District%20Wise%20Crop%20data%202021-22%20(1).pdf,6-10,Rice Crop (Final Estimate),Verified,Calculated,"Total = Basmati + Non-Basmati as printed for this district-season; yield = production*1000/area (kg/ha), calculated here rather than copying the book's own printed TOTAL yield line, so the arithmetic is independently checkable."
Sheikhupura,2022-23,Total Rice,235920,538250,2281,hectares,tonnes,kg/hectare,"Govt. of Pakistan, Ministry of National Food Security & Research (Economic Wing) - Crops Area & Production (District Wise) 2022-23",https://mnfsr.gov.pk/SiteImage/Downloads/Crops%20Area%20AND%20Production%20by%202022-23.pdf,4-6,Table No. 2 - Rice,Verified,Calculated,District-wise Total Rice area & production as printed in the federal MNFSR District-Wise publication (source line in that document: data supplied by the provincial Crop Reporting Services). Yield calculated as production*1000/area (kg/ha); not printed in this source.
Sialkot,2020-21,Basmati,155800,293600,1884,hectares,tonnes,kg/hectare,"Punjab Agriculture Department, Crop Reporting Service (CRS) - Kharif Crops Estimates 2021-22",http://www.amis.pk/Agristatistics/DistrictWise/District%20Wise%20Crop%20data%202021-22%20(1).pdf,6-10,Rice Crop (Final Estimate),Verified,Directly Reported,District-wise Basmati rice area/production/yield as printed in the CRS Kharif Estimates 2021-22 data book (rice section).
Sialkot,2020-21,Non-Basmati,16190,40900,2526,hectares,tonnes,kg/hectare,"Punjab Agriculture Department, Crop Reporting Service (CRS) - Kharif Crops Estimates 2021-22",http://www.amis.pk/Agristatistics/DistrictWise/District%20Wise%20Crop%20data%202021-22%20(1).pdf,6-10,Rice Crop (Final Estimate),Verified,Directly Reported,District-wise Non-Basmati rice area/production/yield as printed in the CRS Kharif Estimates 2021-22 data book (rice section).
Sialkot,2020-21,Total Rice,171990,334500,1945,hectares,tonnes,kg/hectare,"Punjab Agriculture Department, Crop Reporting Service (CRS) - Kharif Crops Estimates 2021-22",http://www.amis.pk/Agristatistics/DistrictWise/District%20Wise%20Crop%20data%202021-22%20(1).pdf,6-10,Rice Crop (Final Estimate),Verified,Calculated,"Total = Basmati + Non-Basmati as printed for this district-season; yield = production*1000/area (kg/ha), calculated here rather than copying the book's own printed TOTAL yield line, so the arithmetic is independently checkable."
Sialkot,2021-22,Basmati,159850,233760,1462,hectares,tonnes,kg/hectare,"Punjab Agriculture Department, Crop Reporting Service (CRS) - Kharif Crops Estimates 2021-22",http://www.amis.pk/Agristatistics/DistrictWise/District%20Wise%20Crop%20data%202021-22%20(1).pdf,6-10,Rice Crop (Final Estimate),Verified,Directly Reported,District-wise Basmati rice area/production/yield as printed in the CRS Kharif Estimates 2021-22 data book (rice section).
Sialkot,2021-22,Non-Basmati,8090,18000,2224,hectares,tonnes,kg/hectare,"Punjab Agriculture Department, Crop Reporting Service (CRS) - Kharif Crops Estimates 2021-22",http://www.amis.pk/Agristatistics/DistrictWise/District%20Wise%20Crop%20data%202021-22%20(1).pdf,6-10,Rice Crop (Final Estimate),Verified,Directly Reported,District-wise Non-Basmati rice area/production/yield as printed in the CRS Kharif Estimates 2021-22 data book (rice section).
Sialkot,2021-22,Total Rice,167940,251760,1499,hectares,tonnes,kg/hectare,"Punjab Agriculture Department, Crop Reporting Service (CRS) - Kharif Crops Estimates 2021-22",http://www.amis.pk/Agristatistics/DistrictWise/District%20Wise%20Crop%20data%202021-22%20(1).pdf,6-10,Rice Crop (Final Estimate),Verified,Calculated,"Total = Basmati + Non-Basmati as printed for this district-season; yield = production*1000/area (kg/ha), calculated here rather than copying the book's own printed TOTAL yield line, so the arithmetic is independently checkable."
Sialkot,2022-23,Total Rice,187000,364350,1948,hectares,tonnes,kg/hectare,"Govt. of Pakistan, Ministry of National Food Security & Research (Economic Wing) - Crops Area & Production (District Wise) 2022-23",https://mnfsr.gov.pk/SiteImage/Downloads/Crops%20Area%20AND%20Production%20by%202022-23.pdf,4-6,Table No. 2 - Rice,Verified,Calculated,District-wise Total Rice area & production as printed in the federal MNFSR District-Wise publication (source line in that document: data supplied by the provincial Crop Reporting Services). Yield calculated as production*1000/area (kg/ha); not printed in this source.
Toba Tek Singh,2020-21,Basmati,48970,139100,2841,hectares,tonnes,kg/hectare,"Punjab Agriculture Department, Crop Reporting Service (CRS) - Kharif Crops Estimates 2021-22",http://www.amis.pk/Agristatistics/DistrictWise/District%20Wise%20Crop%20data%202021-22%20(1).pdf,6-10,Rice Crop (Final Estimate),Verified,Directly Reported,District-wise Basmati rice area/production/yield as printed in the CRS Kharif Estimates 2021-22 data book (rice section).
Toba Tek Singh,2020-21,Total Rice,48970,139100,2841,hectares,tonnes,kg/hectare,"Punjab Agriculture Department, Crop Reporting Service (CRS) - Kharif Crops Estimates 2021-22",http://www.amis.pk/Agristatistics/DistrictWise/District%20Wise%20Crop%20data%202021-22%20(1).pdf,6-10,Rice Crop (Final Estimate),Verified,Calculated,"Total = Basmati + Non-Basmati as printed for this district-season; yield = production*1000/area (kg/ha), calculated here rather than copying the book's own printed TOTAL yield line, so the arithmetic is independently checkable."
Toba Tek Singh,2021-22,Basmati,47750,116510,2439,hectares,tonnes,kg/hectare,"Punjab Agriculture Department, Crop Reporting Service (CRS) - Kharif Crops Estimates 2021-22",http://www.amis.pk/Agristatistics/DistrictWise/District%20Wise%20Crop%20data%202021-22%20(1).pdf,6-10,Rice Crop (Final Estimate),Verified,Directly Reported,District-wise Basmati rice area/production/yield as printed in the CRS Kharif Estimates 2021-22 data book (rice section).
Toba Tek Singh,2021-22,Non-Basmati,1210,5050,4159,hectares,tonnes,kg/hectare,"Punjab Agriculture Department, Crop Reporting Service (CRS) - Kharif Crops Estimates 2021-22",http://www.amis.pk/Agristatistics/DistrictWise/District%20Wise%20Crop%20data%202021-22%20(1).pdf,6-10,Rice Crop (Final Estimate),Verified,Directly Reported,District-wise Non-Basmati rice area/production/yield as printed in the CRS Kharif Estimates 2021-22 data book (rice section).
Toba Tek Singh,2021-22,Total Rice,48960,121560,2483,hectares,tonnes,kg/hectare,"Punjab Agriculture Department, Crop Reporting Service (CRS) - Kharif Crops Estimates 2021-22",http://www.amis.pk/Agristatistics/DistrictWise/District%20Wise%20Crop%20data%202021-22%20(1).pdf,6-10,Rice Crop (Final Estimate),Verified,Calculated,"Total = Basmati + Non-Basmati as printed for this district-season; yield = production*1000/area (kg/ha), calculated here rather than copying the book's own printed TOTAL yield line, so the arithmetic is independently checkable."
Toba Tek Singh,2022-23,Total Rice,46130,119580,2592,hectares,tonnes,kg/hectare,"Govt. of Pakistan, Ministry of National Food Security & Research (Economic Wing) - Crops Area & Production (District Wise) 2022-23",https://mnfsr.gov.pk/SiteImage/Downloads/Crops%20Area%20AND%20Production%20by%202022-23.pdf,4-6,Table No. 2 - Rice,Verified,Calculated,District-wise Total Rice area & production as printed in the federal MNFSR District-Wise publication (source line in that document: data supplied by the provincial Crop Reporting Services). Yield calculated as production*1000/area (kg/ha); not printed in this source.
Vehari,2020-21,Basmati,50590,111000,2199,hectares,tonnes,kg/hectare,"Punjab Agriculture Department, Crop Reporting Service (CRS) - Kharif Crops Estimates 2021-22",http://www.amis.pk/Agristatistics/DistrictWise/District%20Wise%20Crop%20data%202021-22%20(1).pdf,6-10,Rice Crop (Final Estimate),Verified,Directly Reported,District-wise Basmati rice area/production/yield as printed in the CRS Kharif Estimates 2021-22 data book (rice section).
Vehari,2020-21,Non-Basmati,1620,5100,3151,hectares,tonnes,kg/hectare,"Punjab Agriculture Department, Crop Reporting Service (CRS) - Kharif Crops Estimates 2021-22",http://www.amis.pk/Agristatistics/DistrictWise/District%20Wise%20Crop%20data%202021-22%20(1).pdf,6-10,Rice Crop (Final Estimate),Verified,Directly Reported,District-wise Non-Basmati rice area/production/yield as printed in the CRS Kharif Estimates 2021-22 data book (rice section).
Vehari,2020-21,Total Rice,52210,116100,2224,hectares,tonnes,kg/hectare,"Punjab Agriculture Department, Crop Reporting Service (CRS) - Kharif Crops Estimates 2021-22",http://www.amis.pk/Agristatistics/DistrictWise/District%20Wise%20Crop%20data%202021-22%20(1).pdf,6-10,Rice Crop (Final Estimate),Verified,Calculated,"Total = Basmati + Non-Basmati as printed for this district-season; yield = production*1000/area (kg/ha), calculated here rather than copying the book's own printed TOTAL yield line, so the arithmetic is independently checkable."
Vehari,2021-22,Basmati,40060,86320,2155,hectares,tonnes,kg/hectare,"Punjab Agriculture Department, Crop Reporting Service (CRS) - Kharif Crops Estimates 2021-22",http://www.amis.pk/Agristatistics/DistrictWise/District%20Wise%20Crop%20data%202021-22%20(1).pdf,6-10,Rice Crop (Final Estimate),Verified,Directly Reported,District-wise Basmati rice area/production/yield as printed in the CRS Kharif Estimates 2021-22 data book (rice section).
Vehari,2021-22,Non-Basmati,17000,55690,3277,hectares,tonnes,kg/hectare,"Punjab Agriculture Department, Crop Reporting Service (CRS) - Kharif Crops Estimates 2021-22",http://www.amis.pk/Agristatistics/DistrictWise/District%20Wise%20Crop%20data%202021-22%20(1).pdf,6-10,Rice Crop (Final Estimate),Verified,Directly Reported,District-wise Non-Basmati rice area/production/yield as printed in the CRS Kharif Estimates 2021-22 data book (rice section).
Vehari,2021-22,Total Rice,57060,142010,2489,hectares,tonnes,kg/hectare,"Punjab Agriculture Department, Crop Reporting Service (CRS) - Kharif Crops Estimates 2021-22",http://www.amis.pk/Agristatistics/DistrictWise/District%20Wise%20Crop%20data%202021-22%20(1).pdf,6-10,Rice Crop (Final Estimate),Verified,Calculated,"Total = Basmati + Non-Basmati as printed for this district-season; yield = production*1000/area (kg/ha), calculated here rather than copying the book's own printed TOTAL yield line, so the arithmetic is independently checkable."
Vehari,2022-23,Total Rice,33000,84300,2555,hectares,tonnes,kg/hectare,"Govt. of Pakistan, Ministry of National Food Security & Research (Economic Wing) - Crops Area & Production (District Wise) 2022-23",https://mnfsr.gov.pk/SiteImage/Downloads/Crops%20Area%20AND%20Production%20by%202022-23.pdf,4-6,Table No. 2 - Rice,Verified,Calculated,District-wise Total Rice area & production as printed in the federal MNFSR District-Wise publication (source line in that document: data supplied by the provincial Crop Reporting Services). Yield calculated as production*1000/area (kg/ha); not printed in this source.
