District,Season,Wheat Area (ha),Wheat Production (tonnes),Wheat Yield (kg/ha),Source,Source URL,Verification Status
Rawalpindi,2018-19,103600,161490,1559,CRS Punjab - Final Rabi Estimates 2018-19,https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202018-19.pdf,Verified: directly reported (CRS final estimate)
Rawalpindi,2020-21,154990,256480,1655,CRS Punjab - Rabi Crops Estimates 2021-22 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202021-22.pdf,Verified: directly reported (CRS prior-year column of the following season report)
Rawalpindi,2021-22,159850,311160,1946,CRS Punjab - Rabi Crops Estimates 2021-22,https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202021-22.pdf,Verified: directly reported (CRS final estimate)
Rawalpindi,2022-23,162700,340600,2094,CRS Punjab - Final Rabi Estimates 2022-23,https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202022-23.pdf,Verified: directly reported (CRS final estimate); BOUNDARY CHANGE: area reduced when Murree District was carved out - not comparable with earlier seasons
Sahiwal,2010-11,139620,453140,3246,CRS Punjab - Rabi Crops Estimates 2011-12 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/Rabi%20Book%20All%20estimates%202011-12_0.pdf,Verified: directly reported (CRS prior-year column of the following season report)
Sahiwal,2011-12,133550,415210,3109,CRS Punjab - Rabi Crops Estimates 2011-12,https://agripunjab.punjab.gov.pk/system/files/Rabi%20Book%20All%20estimates%202011-12_0.pdf,Verified: directly reported (CRS final estimate)
Sahiwal,2012-13,135160,422110,3123,CRS Punjab - Rabi Crop Estimates Data Book 2013-14 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202013-14.pdf,Verified: directly reported (CRS prior-year column of the following season report)
Sahiwal,2013-14,144880,463670,3200,CRS Punjab - Rabi Crop Estimates Data Book 2013-14,https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202013-14.pdf,Verified: directly reported (CRS final estimate)
Sahiwal,2014-15,151760,462310,3046,CRS Punjab - Rabi Book 2015-16 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/RABI%20BOOK%202015-16_0.pdf,Verified: directly reported (CRS prior-year column of the following season report)
Sahiwal,2015-16,156610,490970,3135,CRS Punjab - Rabi Book 2015-16,https://agripunjab.punjab.gov.pk/system/files/RABI%20BOOK%202015-16_0.pdf,Verified: directly reported (CRS final estimate)
Sahiwal,2016-17,142450,504510,3542,CRS Punjab - Final Rabi Estimates 2017-18 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/Final%20%20Rabi%20Estimates%202017-18.pdf,Verified: directly reported (CRS prior-year column of the following season report)
Sahiwal,2017-18,143260,496910,3469,CRS Punjab - Final Rabi Estimates 2017-18,https://agripunjab.punjab.gov.pk/system/files/Final%20%20Rabi%20Estimates%202017-18.pdf,Verified: directly reported (CRS final estimate)
Sahiwal,2018-19,138400,451500,3262,CRS Punjab - Final Rabi Estimates 2018-19,https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202018-19.pdf,Verified: directly reported (CRS final estimate)
Sahiwal,2020-21,124240,439620,3539,CRS Punjab - Rabi Crops Estimates 2021-22 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202021-22.pdf,Verified: directly reported (CRS prior-year column of the following season report)
Sahiwal,2021-22,112910,384910,3409,CRS Punjab - Rabi Crops Estimates 2021-22,https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202021-22.pdf,Verified: directly reported (CRS final estimate)
Sahiwal,2022-23,111300,407800,3664,CRS Punjab - Final Rabi Estimates 2022-23,https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202022-23.pdf,Verified: directly reported (CRS final estimate)
Sargodha,2010-11,218930,565390,2582,CRS Punjab - Rabi Crops Estimates 2011-12 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/Rabi%20Book%20All%20estimates%202011-12_0.pdf,Verified: directly reported (CRS prior-year column of the following season report)
Sargodha,2011-12,211240,562290,2662,CRS Punjab - Rabi Crops Estimates 2011-12,https://agripunjab.punjab.gov.pk/system/files/Rabi%20Book%20All%20estimates%202011-12_0.pdf,Verified: directly reported (CRS final estimate)
Sargodha,2012-13,210430,577020,2742,CRS Punjab - Rabi Crop Estimates Data Book 2013-14 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202013-14.pdf,Verified: directly reported (CRS prior-year column of the following season report)
Sargodha,2013-14,221760,513390,2315,CRS Punjab - Rabi Crop Estimates Data Book 2013-14,https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202013-14.pdf,Verified: directly reported (CRS final estimate)
Sargodha,2014-15,220950,509890,2308,CRS Punjab - Rabi Book 2015-16 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/RABI%20BOOK%202015-16_0.pdf,Verified: directly reported (CRS prior-year column of the following season report)
Sargodha,2015-16,216500,539350,2491,CRS Punjab - Rabi Book 2015-16,https://agripunjab.punjab.gov.pk/system/files/RABI%20BOOK%202015-16_0.pdf,Verified: directly reported (CRS final estimate)
Sargodha,2016-17,205170,572440,2790,CRS Punjab - Final Rabi Estimates 2017-18 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/Final%20%20Rabi%20Estimates%202017-18.pdf,Verified: directly reported (CRS prior-year column of the following season report)
Sargodha,2017-18,193430,535550,2769,CRS Punjab - Final Rabi Estimates 2017-18,https://agripunjab.punjab.gov.pk/system/files/Final%20%20Rabi%20Estimates%202017-18.pdf,Verified: directly reported (CRS final estimate)
Sargodha,2018-19,202740,527520,2602,CRS Punjab - Final Rabi Estimates 2018-19,https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202018-19.pdf,Verified: directly reported (CRS final estimate)
Sargodha,2020-21,207600,616630,2970,CRS Punjab - Rabi Crops Estimates 2021-22 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202021-22.pdf,Verified: directly reported (CRS prior-year column of the following season report); printed area total corrected from printed components (see notes)
Sargodha,2021-22,195050,545620,2797,CRS Punjab - Rabi Crops Estimates 2021-22,https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202021-22.pdf,Verified: directly reported (CRS final estimate)
Sargodha,2022-23,200700,630100,3139,CRS Punjab - Final Rabi Estimates 2022-23,https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202022-23.pdf,Verified: directly reported (CRS final estimate)
Sheikhupura,2010-11,222980,677640,3039,CRS Punjab - Rabi Crops Estimates 2011-12 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/Rabi%20Book%20All%20estimates%202011-12_0.pdf,Verified: directly reported (CRS prior-year column of the following season report)
Sheikhupura,2011-12,229050,657640,2871,CRS Punjab - Rabi Crops Estimates 2011-12,https://agripunjab.punjab.gov.pk/system/files/Rabi%20Book%20All%20estimates%202011-12_0.pdf,Verified: directly reported (CRS final estimate)
Sheikhupura,2012-13,220550,672300,3048,CRS Punjab - Rabi Crop Estimates Data Book 2013-14 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202013-14.pdf,Verified: directly reported (CRS prior-year column of the following season report)
Sheikhupura,2013-14,225410,690430,3063,CRS Punjab - Rabi Crop Estimates Data Book 2013-14,https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202013-14.pdf,Verified: directly reported (CRS final estimate)
Sheikhupura,2014-15,221760,712200,3212,CRS Punjab - Rabi Book 2015-16 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/RABI%20BOOK%202015-16_0.pdf,Verified: directly reported (CRS prior-year column of the following season report)
Sheikhupura,2015-16,218930,630210,2879,CRS Punjab - Rabi Book 2015-16,https://agripunjab.punjab.gov.pk/system/files/RABI%20BOOK%202015-16_0.pdf,Verified: directly reported (CRS final estimate)
Sheikhupura,2016-17,212460,674080,3173,CRS Punjab - Final Rabi Estimates 2017-18 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/Final%20%20Rabi%20Estimates%202017-18.pdf,Verified: directly reported (CRS prior-year column of the following season report)
Sheikhupura,2017-18,212050,685710,3234,CRS Punjab - Final Rabi Estimates 2017-18,https://agripunjab.punjab.gov.pk/system/files/Final%20%20Rabi%20Estimates%202017-18.pdf,Verified: directly reported (CRS final estimate)
Sheikhupura,2018-19,211240,637690,3019,CRS Punjab - Final Rabi Estimates 2018-19,https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202018-19.pdf,Verified: directly reported (CRS final estimate)
Sheikhupura,2020-21,208410,683100,3278,CRS Punjab - Rabi Crops Estimates 2021-22 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202021-22.pdf,Verified: directly reported (CRS prior-year column of the following season report)
Sheikhupura,2021-22,220950,669180,3029,CRS Punjab - Rabi Crops Estimates 2021-22,https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202021-22.pdf,Verified: directly reported (CRS final estimate)
Sheikhupura,2022-23,228200,755500,3310,CRS Punjab - Final Rabi Estimates 2022-23,https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202022-23.pdf,Verified: directly reported (CRS final estimate)
Sialkot,2010-11,215690,569870,2642,CRS Punjab - Rabi Crops Estimates 2011-12 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/Rabi%20Book%20All%20estimates%202011-12_0.pdf,Verified: directly reported (CRS prior-year column of the following season report)
Sialkot,2011-12,205580,597270,2905,CRS Punjab - Rabi Crops Estimates 2011-12,https://agripunjab.punjab.gov.pk/system/files/Rabi%20Book%20All%20estimates%202011-12_0.pdf,Verified: directly reported (CRS final estimate)
Sialkot,2012-13,203550,609600,2995,CRS Punjab - Rabi Crop Estimates Data Book 2013-14 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202013-14.pdf,Verified: directly reported (CRS prior-year column of the following season report)
Sialkot,2013-14,209630,632680,3018,CRS Punjab - Rabi Crop Estimates Data Book 2013-14,https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202013-14.pdf,Verified: directly reported (CRS final estimate)
Sialkot,2014-15,211240,361610,1712,CRS Punjab - Rabi Book 2015-16 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/RABI%20BOOK%202015-16_0.pdf,Verified: directly reported (CRS prior-year column of the following season report)
Sialkot,2015-16,205980,504400,2449,CRS Punjab - Rabi Book 2015-16,https://agripunjab.punjab.gov.pk/system/files/RABI%20BOOK%202015-16_0.pdf,Verified: directly reported (CRS final estimate)
Sialkot,2016-17,209220,536260,2563,CRS Punjab - Final Rabi Estimates 2017-18 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/Final%20%20Rabi%20Estimates%202017-18.pdf,Verified: directly reported (CRS prior-year column of the following season report)
Sialkot,2017-18,203150,554240,2728,CRS Punjab - Final Rabi Estimates 2017-18,https://agripunjab.punjab.gov.pk/system/files/Final%20%20Rabi%20Estimates%202017-18.pdf,Verified: directly reported (CRS final estimate)
Sialkot,2018-19,185340,471470,2544,CRS Punjab - Final Rabi Estimates 2018-19,https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202018-19.pdf,Verified: directly reported (CRS final estimate)
Sialkot,2020-21,170770,490870,2874,CRS Punjab - Rabi Crops Estimates 2021-22 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202021-22.pdf,Verified: directly reported (CRS prior-year column of the following season report)
Sialkot,2021-22,185340,462400,2495,CRS Punjab - Rabi Crops Estimates 2021-22,https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202021-22.pdf,Verified: directly reported (CRS final estimate)
Sialkot,2022-23,190200,565100,2971,CRS Punjab - Final Rabi Estimates 2022-23,https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202022-23.pdf,Verified: directly reported (CRS final estimate)
Talagang,2022-23,53400,94200,1763,CRS Punjab - Final Rabi Estimates 2022-23,https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202022-23.pdf,Verified: directly reported (CRS final estimate); NEW DISTRICT (no earlier seasons)
T.T. Singh,2010-11,156610,538780,3440,CRS Punjab - Rabi Crops Estimates 2011-12 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/Rabi%20Book%20All%20estimates%202011-12_0.pdf,Verified: directly reported (CRS prior-year column of the following season report)
T.T. Singh,2011-12,152570,475750,3118,CRS Punjab - Rabi Crops Estimates 2011-12,https://agripunjab.punjab.gov.pk/system/files/Rabi%20Book%20All%20estimates%202011-12_0.pdf,Verified: directly reported (CRS final estimate)
T.T. Singh,2012-13,153780,505920,3290,CRS Punjab - Rabi Crop Estimates Data Book 2013-14 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202013-14.pdf,Verified: directly reported (CRS prior-year column of the following season report)
T.T. Singh,2013-14,171580,568140,3311,CRS Punjab - Rabi Crop Estimates Data Book 2013-14,https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202013-14.pdf,Verified: directly reported (CRS final estimate)
T.T. Singh,2014-15,167540,553660,3305,CRS Punjab - Rabi Book 2015-16 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/RABI%20BOOK%202015-16_0.pdf,Verified: directly reported (CRS prior-year column of the following season report)
T.T. Singh,2015-16,168750,569970,3378,CRS Punjab - Rabi Book 2015-16,https://agripunjab.punjab.gov.pk/system/files/RABI%20BOOK%202015-16_0.pdf,Verified: directly reported (CRS final estimate)
T.T. Singh,2016-17,165520,582540,3520,CRS Punjab - Final Rabi Estimates 2017-18 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/Final%20%20Rabi%20Estimates%202017-18.pdf,Verified: directly reported (CRS prior-year column of the following season report)
T.T. Singh,2017-18,163090,552030,3385,CRS Punjab - Final Rabi Estimates 2017-18,https://agripunjab.punjab.gov.pk/system/files/Final%20%20Rabi%20Estimates%202017-18.pdf,Verified: directly reported (CRS final estimate)
T.T. Singh,2018-19,159040,535400,3366,CRS Punjab - Final Rabi Estimates 2018-19,https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202018-19.pdf,Verified: directly reported (CRS final estimate)
T.T. Singh,2020-21,156210,541790,3468,CRS Punjab - Rabi Crops Estimates 2021-22 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202021-22.pdf,Verified: directly reported (CRS prior-year column of the following season report)
T.T. Singh,2021-22,135160,451300,3339,CRS Punjab - Rabi Crops Estimates 2021-22,https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202021-22.pdf,Verified: directly reported (CRS final estimate)
T.T. Singh,2022-23,130300,470500,3611,CRS Punjab - Final Rabi Estimates 2022-23,https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202022-23.pdf,Verified: directly reported (CRS final estimate)
Vehari,2010-11,243210,767180,3154,CRS Punjab - Rabi Crops Estimates 2011-12 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/Rabi%20Book%20All%20estimates%202011-12_0.pdf,Verified: directly reported (CRS prior-year column of the following season report)
Vehari,2011-12,235520,756170,3211,CRS Punjab - Rabi Crops Estimates 2011-12,https://agripunjab.punjab.gov.pk/system/files/Rabi%20Book%20All%20estimates%202011-12_0.pdf,Verified: directly reported (CRS final estimate)
Vehari,2012-13,250900,821280,3273,CRS Punjab - Rabi Crop Estimates Data Book 2013-14 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202013-14.pdf,Verified: directly reported (CRS prior-year column of the following season report)
Vehari,2013-14,267500,884830,3307,CRS Punjab - Rabi Crop Estimates Data Book 2013-14,https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202013-14.pdf,Verified: directly reported (CRS final estimate)
Vehari,2014-15,273160,898670,3290,CRS Punjab - Rabi Book 2015-16 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/RABI%20BOOK%202015-16_0.pdf,Verified: directly reported (CRS prior-year column of the following season report)
Vehari,2015-16,270730,885940,3272,CRS Punjab - Rabi Book 2015-16,https://agripunjab.punjab.gov.pk/system/files/RABI%20BOOK%202015-16_0.pdf,Verified: directly reported (CRS final estimate)
Vehari,2016-17,253330,852830,3366,CRS Punjab - Final Rabi Estimates 2017-18 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/Final%20%20Rabi%20Estimates%202017-18.pdf,Verified: directly reported (CRS prior-year column of the following season report)
Vehari,2017-18,244830,798480,3261,CRS Punjab - Final Rabi Estimates 2017-18,https://agripunjab.punjab.gov.pk/system/files/Final%20%20Rabi%20Estimates%202017-18.pdf,Verified: directly reported (CRS final estimate)
Vehari,2018-19,214480,656170,3059,CRS Punjab - Final Rabi Estimates 2018-19,https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202018-19.pdf,Verified: directly reported (CRS final estimate)
Vehari,2020-21,193840,676160,3488,CRS Punjab - Rabi Crops Estimates 2021-22 (prior-year column),https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202021-22.pdf,Verified: directly reported (CRS prior-year column of the following season report)
Vehari,2021-22,180490,629040,3485,CRS Punjab - Rabi Crops Estimates 2021-22,https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202021-22.pdf,Verified: directly reported (CRS final estimate)
Vehari,2022-23,159900,594200,3718,CRS Punjab - Final Rabi Estimates 2022-23,https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202022-23.pdf,Verified: directly reported (CRS final estimate)
Wazirabad,2022-23,73700,235000,3191,CRS Punjab - Final Rabi Estimates 2022-23,https://agripunjab.punjab.gov.pk/system/files/Final%20Rabi%20Estimates%202022-23.pdf,Verified: directly reported (CRS final estimate); NEW DISTRICT (no earlier seasons)
